ID,Question ID,Question,Option 1,Option 2,Option 3,Option 4,Option 5,Answer,Explain,Difficulty,Publish,Created At,Updated At
209366,4124,"'কেতকী' চরিত্রটিকে পাওয়া যায় কোন উপন্যাসে? ","ক) দুইবোন ","খ) রাজা ও রানী ","গ) তাসের দেশ ",ঘ) শেষের কবিতা,,4,"&bull; রবীন্দ্রনাথ ঠাকুর রচিত 'শেষের কবিতা' তাঁর একটি রোমান্টিক উপন্যাস।<br />- এটি প্রকাশিত হয় ১৯২৯ সালে।<br />- এটিকে কাব্যোপন্যাসও বলা হয়।<br />- শেষের কবিতা উপন্যাস বিংশ শতকের বাংলার নবশিক্ষিত অভিজাত সমাজের জীবনকথা।<br />&bull; এই উপন্যাসের অন্যতম চরিত্রঃ<br />- অমিত,<br />- কেতকী ও<br />- লাবণ্য।<br /><br />উৎস: বাংলা ভাষা ও সাহিত্য জিজ্ঞাসা, ড. সৌমিত্র শেখর।",1,True,2022-11-07 20:00:28.408290+00:00,2023-06-14 10:34:06.824179+00:00
159557,3049,‘গীতাঞ্জলি’ কাব্য কত সালে প্রকাশিত হয়?,ক) ১৯১৩,খ) ১৯১০,গ) ১৯১২,ঘ) ১৯৩৬,,2,"<p>গীতাঞ্জলি রবীন্দ্রনাথ ঠাকুরের ১৫৭ টি গানের সংকলন।<br />- গানগুলি ১৯০৮ ও ১৯০৯ সালে রচিত এবং <strong>১৯১০ সালে গ্রন্থাকারে প্রকাশিত</strong>।<br />-<strong> ১৯১২ সালে গীতাঞ্জলি কাব্যের ইংরেজি অনুবাদ Song Offerings প্রকাশিত হয়</strong>।<br />- প্রকাশ করে লন্ডনের ইন্ডিয়া সোসাইটি।<br />- Song Offerings - গ্রন্থের ভূমিকা লিখেছিলেন আইরিশ কবি ও নাট্যকার ইয়েটস্&zwnj;।<br />- রবীন্দ্রনাথ ঠাকুর নিজেই এই গ্রন্থের ইংরেজি অনুবাদ করেন।<br />- ১৯১৩ সালে Song Offerings গ্রন্থের জন্য তিনি প্রথম এশীয় হিসাবে সাহিত্যে নোবেল পুরস্কারে ভূষিত হয়েছিলেন।</p><p>উৎসঃ বাংলা ভাষা ও সাহিত্য জিজ্ঞাসা, ড. সৌমিত্র শেখর ও বাংলাপিডিয়া।</p>",1,True,2021-11-12 18:45:19.366810+00:00,2024-12-12 06:50:44.768550+00:00
159555,3049,‘দুই বিঘা জমি’ কবিতাটি কোন কাব্যগ্রন্থের অন্তর্ভূক্ত?,ক) মানসী,খ) গীতাঞ্জলি,গ) চিত্রা,ঘ) শেষলেখা,,3,"<p><strong>চিত্রা </strong>কাব্যগ্রন্থটি ১৩০২ বঙ্গাব্দ মোতাবেক ১৮৯৬ সালে প্রকাশিত হয়।<br />- এই কাব্যগ্রন্থে মোট ৩৫টি কবিতা রয়েছে।&nbsp;<br />কবিতাগুলো হচ্ছে -<br />- চিত্রা, সুখ, জ্যোৎস্না রাত্রে, প্রেমের অভিষেক, সন্ধ্যা, এবার ফিরাও মোরে, মৃত্যুর পরে, অন্তর্যামী, সাধনা, ব্রাহ্মণ,<br />- পুরাতন ভৃত্য, <strong>দুই বিঘা জমি</strong>, শীতে ও বসন্তে, নগর-সংগীত, পূর্ণিমা, আবেদন, উর্ব্বশী, স্বর্গ হইতে বিদায়,<br />- দিনশেষে, সান্ত্বনা, শেষ উপহার, &nbsp;বিজয়িনী, গৃহ-শত্রু, মরিচীকা, উৎসব, প্রস্তর মূর্তি, নারীর দান, জীবন দেবতা,<br />- রাত্রে ও প্রভাতে, ১৪০০ সাল, নীরব তন্ত্রী, দুরাকাঙ্ক্ষা, প্রৌঢ়, ধূলি, সিন্ধু পাড়ে।<br /><br /><strong><br />দুই বিঘা জমি</strong> - রবীন্দ্রনাথ ঠাকুরের <strong>'কথা ও কাহিনী'</strong> কাব্যগ্রন্থের অন্তর্ভূক্ত একটি কবিতা।<br />'কথা' (১৮৯৯) ও 'কাহিনী' (১৮৯৯) - দুটি আলাদা কাব্যগ্রন্থ ছিলো যা পরবর্তীতে <strong>'কথা ও কাহিনী'</strong> নামে ১৯০০ সালে প্রকাশিত হয়।<br />- এই কাব্যগ্রন্থটি বাঙ্গালি বিজ্ঞানী জগদীশ চন্দ্র বসুকে উৎসর্গ করা হয়।<br />'কথা ও কাহিনী' কাব্যগ্রন্থের অন্তর্ভূক্ত কবিতাগুলো হচ্ছে -<br />- কত কী যে আসে কত কী যে যায়<br />- গানভঙ্গ<br />- পুরাতন ভৃত্য<br /><strong>- দুই বিঘা জমি</strong><br />- দেবতার গ্রাস<br />- নিস্ফল উপহার<br />- দীন দান<br />- বিসর্জন<br />- জুতা আবিষ্কার<br /><br />সুতরাং, দেখা যাচ্ছে, <strong>পুরাতন ভৃত্য এবং দুই বিঘা জমি </strong>দুটি কবিতাই<strong> চিত্রা এবং কবি ও কাহিনী - </strong>দুটি কাব্যগ্রন্থেরই অন্তর্ভূক্ত কবিতা।<br /><br />যেহেতু অপশনে কবি ও কাহিনী নেই, তাই সঠিক উত্তর হবে - গ) চিত্রা<br /><strong><br /><br />উৎস: </strong>বাংলা ভাষা ও সাহিত্য জিজ্ঞাসা এবং 'কথা ও কাহিনী' কাব্যগ্রন্থ।</p>",1,True,2021-11-12 18:32:03.559961+00:00,2023-03-03 07:55:10.896628+00:00
159559,3049,রবীন্দ্রনাথ রচিত শেষ কাব্যগ্রন্থ কোনটি?,ক) শেষের কবিতা,খ) শেষলেখা,গ) পূরবী,ঘ) সঞ্চিতা,,2,<p>- রবীন্দ্রনাথের শেষলেখা প্রকাশিত হয় ১৯৪১ সালে। <br />- এটি রবীন্দ্রনাথের মৃত্যুর পর প্রকাশিত হয় <br />- এই গ্রন্থের নামকরণ রবীন্দ্রনাথ করে যেতে পারেন নি।<br />[উৎস: বাংলা ভাষা ও সাহিত্য জিজ্ঞাসা - ড. সৌমিত্র শেখর।]</p>,1,True,2021-11-12 18:45:19.500937+00:00,2023-03-03 07:56:38.649543+00:00
159560,3049,কোন উপন্যাসটি রবীন্দ্রনাথ ঠাকুরের রচনা নয়?,ক) চোখের বালি,খ) গোরা,গ) যোগাযোগ,"ঘ) কৃষ্ণকান্তের উইল ",,4,"<p>রবীন্দ্রনাথ ঠাকুরের উপন্যাসগুলো হলো :-<br />- চোখের বালি <br />- গোরা <br />- যোগাযোগ <br />- চতুরঙ্গ <br />- ঘরে -বাহিরে <br />- চার অধ্যায় <br />- মালঞ্চ <br />- দুইবোন<br /><br />অন্যদিকে,<br />- কৃষ্ণকান্তের উইল বঙ্কিমচন্দ্র রচিত উপন্যাস।<br /><br />[উৎস : বাংলা ভাষা ও সাহিত্য জিজ্ঞাসা - ড. সৌমিত্র শেখর]</p>",1,True,2021-11-12 18:45:19.564337+00:00,2023-03-03 07:57:40.196171+00:00
159561,3049,কত সালে রবীন্দ্রনাথ ঠাকুর ‘জগত্তারিণী পদক’ লাভ করেন ?,ক) ১৯১০ সালে,খ) ১৯২১ সালে,গ) ১৯২০ সালে,ঘ) ১৯১৩ সালে,,2,"<p>- জগত্তারিণী পদক বাংলা ভাষা ও সাহিত্যে বিশেষ অবদানের স্বীকৃতি হিসাবে কলকাতা বিশ্ববিদ্যালয় দুই বছর পর পর প্রদান করে থাকে।<br />- কলকাতা বিশ্ববিদ্যালয় রবীন্দ্রনাথকে ১৯২১ সালে &lsquo;জগত্তারিণী পদক&rsquo; প্রদান করা করে।<br /><br />এছাড়া, রবীন্দ্রনাথ ঠাকুর ১৯১৩ সালে সাহিত্যে নোবেল ও ১৯১৫ সালে নাইট উপাধি লাভ করেন।<br /> <br />[উৎস: বাংলা ভাষা ও সাহিত্য জিজ্ঞাসা - ড. সৌমিত্র শেখর, বাংলাপিডিয়া]</p>",1,True,2021-11-12 18:45:19.672696+00:00,2023-03-03 08:00:07.507449+00:00
159563,3049,রবীন্দ্রনাথ ঠাকুরের কোন গ্রন্থটি বিজ্ঞানী জগদীশচন্দ্র বসুকে উৎসর্গ করা হয়?,ক) মহুয়া,খ) ক্ষণিকা,গ) খেয়া,ঘ) আরোগ্য,,3,"<p>রবীন্দ্রনাথ ঠাকুরের <strong>খেয়া</strong> কাব্যগ্রন্থটি ১৯০৬ সালে প্রকাশিত হয়। <br />''খেয়া'' কাব্যে বিষাদ ও ক্লান্তির সুর প্রাধান্য পায়। মানবজীবনের সুখ-দুঃখ এবং আশা-আকাঙ্ক্ষার <br /> কথা ধ্বনিত হয়েছে।<br />উল্লেখ্য, খেয়া কাব্যগ্রন্থটি গ্রন্থটি <strong>বিজ্ঞানী জগদীশচন্দ্র বসুকে</strong> উৎসর্গ করা হয়। <br /><br />খেয়া কাব্যের কিছু কবিতা হলো :-<br />- পথের শেষ <br />- শেষ খেয়া <br />- ঘাটের পথ <br />- বিদায় <br />- দীঘি <br />- আগমন <br />- বৈশাখে <br />- জাগরণ <br /> [উৎস : বাংলা ভাষা ও সাহিত্য জিজ্ঞাসা - ড. সৌমিত্র শেখর, বাংলাপিডিয়া]</p>",1,True,2021-11-12 18:45:19.855760+00:00,2023-03-03 08:00:04.432003+00:00
159567,3049,মালঞ্চ কি?,ক) উপন্যাস,খ) ছোটগল্প,গ) নাটক,ঘ) প্রবন্ধ,,1,"<p>রবীন্দ্রনাথ ঠাকুর রচিত উপন্যাসের সংখ্যা - ১২টি।<br />উল্লেখযোগ্য কয়েকটি উপন্যাস হচ্ছে -<br />- চোখের বালি (১৯০৩)<br />- গোরা (১৯১০)<br />- যোগাযোগ (১৯২৬)<br />- চতুরঙ্গ (১৯১৬)<br />- ঘরে-বাইরে (১৯১৬)<br />- চার অধ্যায় (১৯৩৪)<br /><strong>- মালঞ্চ (১৯৩৪)</strong></p><p>উৎসঃ বাংলা ভাষা ও সাহিত্য জিজ্ঞাসা, ড. সৌমিত্র শেখর।</p>",1,True,2021-11-12 18:45:20.161765+00:00,2023-03-03 08:03:43.954865+00:00
159573,3049,রবীন্দ্রনাথ ঠাকুরের “ঘরে-বাইরে” উপন্যাসটি কোন পত্রিকায় প্রকাশিত হয়?,ক) ভারতী,খ) বঙ্গদর্শন,গ) শিখা,ঘ) সবুজপত্র,,4,"<p><strong>ঘরে-বাইরে (১৯১৬)</strong> চলিত ভাষায় লেখা রবীন্দ্রনাথের প্রথম উপন্যাস। <br />- ঘরে-বাইরে উপন্যাসটি ১৯১৫ সালে &lsquo;সবুজপত্রে&rsquo; প্রকাশিত হয় এবং ১৯১৬ সালে গ্রন্থাকারে প্রকাশিত হয়।<br />-&nbsp;ব্রিটিশ ভারতের রাজনৈতিক প্রেক্ষাপটে উপন্যাসটি রচিত।<br />- এর উল্লেখযােগ্য চরিত্র- নিখিলেশ, বিমলা ও সন্দীপ।<br /><br />- সবুজপত্র পত্রিকাটি ১৯১৪ সালে প্রমথ চৌধুরীর সম্পাদনায় প্রকাশিত হয়। <br />- বঙ্গদর্শন পত্রিকাটি ১৮৭২ সালে বঙ্কিম চন্দ্র চট্টোপাধ্যায়ের সম্পাদনায় প্রকাশিত হয়। <br />- পত্রিকাটি ১৮৭৭ সালে প্রথম প্রকাশিত হয়। ভারতী-র প্রথম সম্পাদক ছিলেন দ্বিজেন্দ্রনাথ ঠাকুর।</p><p>[উৎস : বাংলা ভাষা ও সাহিত্য জিজ্ঞাসা - ড. সৌমিত্র শেখর, বাংলাপিডিয়া]</p>",1,True,2021-11-12 18:45:20.579995+00:00,2023-03-03 08:04:24.016014+00:00
171465,3435,রবীন্দ্রনাথ ঠাকুরের কোন নাটকটি অমিত্রাক্ষর ছন্দে রচিত?,ক) ডাকঘর,খ) রক্তকরবী,গ) বিসর্জন,ঘ) বসন্ত,,3,"<p>- ১৮৯০ সালে রচিত 'বিসর্জন' নাটকটি অমিত্রাক্ষর ছন্দে রচিত। <br />- এই নাটকে রবীন্দ্রনাথ নিজে দুটি প্রধান চরিত্র রঘুপতি ও জয়সিংহ-এ অভিনয় করেছিলেন।<br />- উদার ধর্মবোধ এবং সংকীর্ণ ধর্মীয় বিশ্বাসের মধ্যে দ্বন্দ্ব এই নাটকের প্রধান উপকরণ।<br />- রাজর্ষি, উপন্যাসের প্রথামাংশ নিয়ে বিসর্জন নাটকের আখ্যানবস্তু পরিকল্পিত হয়েছে।<br />- উল্লেখযোগ্য চরিত্রগুলো হলো- রঘুপতি, জয়সিংহ, অপর্ণা, গুনবতী।&nbsp;<br /><br />উৎসঃ বাংলা ভাষা ও সাহিত্য জিজ্ঞাসা- সৌমিত্র শেখর।</p>",1,True,2022-02-05 18:47:43.699553+00:00,2023-03-03 08:31:42.432787+00:00
171466,3435,"''আজি এ প্রভাতে রবির কর</p><p>কেমনে পশিল প্রাণের &rsquo;পর,</p><p>কেমনে পশিল গুহার আঁধারে</p><p>প্রভাত-পাখির গান।''- কোন কবিতা থেকে নেওয়া হয়েছে?",ক) প্রাণ,খ) দুই বিঘা জমি,গ) সোনার তরী,ঘ) নির্ঝরের স্বপ্নভঙ্গ,,d,<p>কবিতাটি রবীন্দ্রনাথের বিখ্যাত কবিতা 'নির্ঝরের স্বপ্নভঙ্গ' কবিতার অংশ। কবিতাটিকে কবির প্রতিনিধিত্বমূলক কবিতা বলা হয়।&nbsp;<br /><br />উৎসঃ বাংলাপিডিয়া</p>,1,True,2022-02-05 18:47:43.721907+00:00,2024-04-19 12:06:26.882831+00:00
208631,4055,"'ক্লান্তি আমার ক্ষমা কর প্রভু' গানটির রচয়িতা কে? ","ক) কাজী নজরুল ইসলাম ",খ) রবীন্দ্রনাথ ঠাকুর,"গ) হাছন রাজা ",ঘ) লালন শাহ,,2,"'ক্লান্তি আমার ক্ষমা কর প্রভু' গানটির রচয়িতা রবীন্দ্রনাথ ঠাকুর।&nbsp;<br />- এটি রবীন্দ্রনাথের 'গীতালি' কাব্যগ্রন্থের অন্তর্গত।&nbsp;<br />গানটি নিম্নরূপ-&nbsp;<br /><br />ক্লান্তি আমার ক্ষমা করো প্রভু<br />রবীন্দ্র সংগীত<br /><br />ক্লান্তি আমার ক্ষমা করো প্রভু,<br />পথে যদি পিছিয়ে পড়ি কভু॥<br />এই-যে হিয়া থরোথরো কাঁপে আজি এমনতরো<br />এই বেদনা ক্ষমা করো, ক্ষমা করো, ক্ষমা করো প্রভু ॥<br />এই দীনতা ক্ষমা করো প্রভু,<br />পিছন-পানে তাকাই যদি কভু।<br />দিনের তাপে রৌদ্রজ্বালায় শুকায় মালা পূজার থালায়,<br />সেই ম্লানতা ক্ষমা করো, ক্ষমা করো, ক্ষমা করো প্রভু ॥<br /><br />উৎস: 'গীতালি' রবীন্দ্রনাথ ঠাকুর।",1,True,2022-11-02 19:00:20.918982+00:00,2023-06-13 09:56:33.079307+00:00
209837,3873,বাংলাদেশের সঙ্গে সম্পৃক্ত রবীন্দ্ররচনা-,ক) মুকুট,খ) ছিন্নপত্র,গ) ভাঙাগান,ঘ) রাজর্ষি,,2,"&bull; রবীন্দ্রনাথ ঠাকুর রচিত পত্র সংকলন 'ছিন্নপত্র'।&nbsp;<br />- এটি বাংলাদেশের সঙ্গে সম্পৃক্ত রবীন্দ্ররচনা।&nbsp;<br />- ১৮৯০ সালের দিকে রবীন্দ্রনাথ কল্পনার জগৎ থেকে নেমে বাস্তব জীবনে আসেন এবং রচনা করেন বাংলা সাহিত্যের অপূর্ব সম্পদ গল্পগুচ্ছের গল্পগুলি।<br />- এছাড়া উত্তর ও পূর্ববঙ্গের প্রকৃতি অপরূপ রূপে প্রতিভাত হয় তাঁর ভ্রাতুষ্পুত্রী ইন্দিরা দেবীকে লেখা পত্রে, যেগুলি ছিন্নপত্র ও ছিন্নপত্রাবলী নামে সংকলিত হয়। <br />- জীবনের এই পর্বে রবীন্দ্রনাথ জমিদারি তদারকি উপলক্ষে বাংলাদেশের বিভিন্ন স্থান &nbsp;শাহজাদপুর, &nbsp;পতিসর, কালিগ্রাম ও শিলাইদহে ঘুরে বেড়ান। <br />- এই সূত্রেই শিলাইদহে গড়ে ওঠে একটি কবিতীর্থ। <br />- পদ্মাবক্ষে নৌকায় চড়ে বেড়ানোর সময় পদ্মানদী, বালুচর, কাশবন, সূর্যোদয়-সূর্যাস্ত, দরিদ্র জীবন এবং সেখানকার সাধারণ মানুষের হূদয়লীলা কবিকে গভীরভাবে আলোড়িত করে, যা এ পর্বের গল্পে ও কবিতায় প্রতিফলিত হয়েছে।<br />- এটি প্রকাশিত হয় ১৯১২ সালে।&nbsp;<br />- সাহিত্যিক প্রমথ চৌধুরীর সাথে বিবাহের পর তিনি ইন্দিরা দেবী চৌধুরাণী &nbsp;হন।&nbsp;<br /><br />উৎস: বাংলা ভাষা ও সাহিত্য জিজ্ঞাসা, ড. সৌমিত্র শেখর এবং বাংলাপিডিয়া।",1,True,2022-11-10 20:00:28.168552+00:00,2023-03-03 09:16:01.586448+00:00
184611,3397,"রবীন্দ্রনাথ ঠাকুরের ভ্রমণকাহিনী মূলক রচনা নিম্নের কোনটি? ","ক) চীনযাত্রী ","খ) ইংল্যন্ডের ডায়রী ","গ) পশ্চিমের যাত্রী ","ঘ) রাশিয়ার চিঠি ",,4,"রবীন্দ্রনাথ ঠাকুর মোট বারো বার বিশ্বভ্রমণে বেরিয়েছিলেন। তিনি পাঁচটি মহাদেশের ত্রিশটিরও বেশি দেশ ভ্রমণ করেন।<br />তাঁর এসব ভ্রমনকাহিনি তিনি বিভিন্ন গ্রন্থে লিপিবদ্ধ করেছেন।<br /><br /><strong>তাঁর ভ্রমণ কাহিনীমূলক গ্রন্থ:</strong><br />- ইউরোপ প্রবাসীর পত্র&nbsp;<br />- ইউরোপ প্রবাসীর ডায়রী&nbsp;<br /><strong>- রাশিয়ার চিঠি&nbsp;</strong><br />- পারস্যে&nbsp;<br />- জাপান যাত্রী&nbsp;<br /><br />অন্যদিকে, চীনযাত্রী - কেদারনাথ বন্দ্যোপাধ্যায়<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; ইংল্যন্ডের ডায়রী&nbsp; - শিবনাথ শাস্ত্রী&nbsp;<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;পশ্চিমের যাত্রী&nbsp; - সুনীতিকুমার&nbsp; চট্টোপাধ্যায়&nbsp;<br /><br /><br /><strong>উৎস: </strong>বাংলা সাহিত্যের ইতিহাস, মাহবুবুল হক এবং বাংলাপিডিয়া।",1,True,2022-04-30 21:17:58.077728+00:00,2023-03-03 09:21:04.452084+00:00
184616,3397,"""বৃষ্টি পরে টাপুর টুপুর নদের এলো বান"" - কার রচনা? ","ক) কাজী নজরুল ইসলাম ",খ) জসীমউদ্দিন,গ) রজনীকান্ত সেন,"ঘ) রবীন্দ্রনাথ ঠাকুর ",,4,"<strong><em>""বৃষ্টি পরে টাপুর টুপুর নদের এলো বান"" </em>- পঙক্তি টি রবীন্দ্রনাথ ঠাকুর এর 'সঞ্চয়িতা' কাব্যগ্রন্থের 'বৃষ্টি পরে টাপুর টুপুর' কবিতার অন্তর্গত।<br /><br /></strong>- রবীন্দ্রনাথ ঠাকুর (৭ মে ১৮৬১ &ndash; ৭ আগস্ট ১৯৪১; ২৫ বৈশাখ ১২৬৮ &ndash; ২২ শ্রাবণ ১৩৪৮ বঙ্গাব্দ) ছিলেন অগ্রণী বাঙালি কবি, ঔপন্যাসিক, সংগীতস্রষ্টা, নাট্যকার, চিত্রকর, ছোটগল্পকার, প্রাবন্ধিক, অভিনেতা, কণ্ঠশিল্পী ও দার্শনিক।<br />- ১৯১৩ সালে গীতাঞ্জলি কাব্যগ্রন্থের ইংরেজি অনুবাদের জন্য তিনি এশীয়দের মধ্যে সাহিত্যে প্রথম নোবেল পুরস্কার লাভ করেন।<br />- আট বছর বয়সে তিনি কবিতা লেখা শুরু করেন। ১৮৭৪ সালে তত্ত্ববোধিনী পত্রিকায় তার ''অভিলাষ'' কবিতাটি প্রকাশিত হয়। এটিই ছিল তার প্রথম প্রকাশিত রচনা।<br /><br /><strong>তাঁর উল্লেখযোগ্য কাব্যগ্রন্থ:<br /></strong>- মানসী (১৮৯০)&nbsp;<br />- সোনার তরী (১৮৯৪)<br />- চিত্রা (১৮৯৬)<br />- চৈতালি (১৮৯৭)<br />- কল্পনা (১৯০০)<br />- ক্ষণিকা (১৯০০)<br />- গীতাঞ্জলি (১৯১০)<br />- বলাকা (১৯১৬)<br />- পূরবী (১৯২৫)<br />- পুনশ্চ (১৯৩২)<br />- পত্রপুট (১৯৩৬)<br />- সেঁজুতি (১৯৩৮)<br />- শেষলেখা (১৯৪১) ইত্যাদি।<br /><br /><strong>উৎস:</strong> বাংলা ভাষা ও সাহিত্য জিজ্ঞাসা, ড. সৌমিত্র শেখর এবং বাংলাপিডিয়া।",1,True,2022-04-30 21:17:58.285128+00:00,2023-03-03 09:21:38.096463+00:00
184620,3397,"'কাদম্বিনী মরিয়া প্রমান করিল, সে মরে নাই' - উক্তি টি কোন গল্পের? ","ক) জীবিত ও মৃত ","খ) সে ","গ) বিলাশী ","ঘ) দেনাপাওনা ",,1,"<strong><em>'কাদম্বিনী মরিয়া প্রমান করিল, সে মরে নাই'</em> </strong>- উক্তি টি<strong> রবীন্দ্রনাথ ঠাকুরের 'জীবিত ও মৃত'</strong> গল্প থেকে নেয়া।<br />- 'জীবিত ও মৃত' ১৮৯২ সালে রবীন্দ্রনাথ ঠাকুর কর্তৃক রচিত একটি বাংলা ছোটগল্প। <br />- এটি রবীন্দ্রনাথের একটি উল্লেখযোগ্য ছোটগল্প।<br />- এটি গল্পগুচ্ছে অন্তর্ভুক্ত আছে<br />- গল্পটি সাহিত্যের দুটি অনন্য রূপকে একত্রিত করেছে: অতিপ্রাকৃত গল্প এবং ব্যঙ্গাত্মক উপমা। <br />- তবে এটি কোনও নিখুঁত অতিপ্রাকৃত গল্প নয়। <br />- কাদম্বিনীর অস্তিত্ব অতিপ্রাকৃত। এতে জীবন এবং মৃত্যুর মধ্যে আটকে থাকার ধারণা চিত্রিত হয়েছে। সংক্ষেপে, এটি মৃত্যুর রহস্য নিয়ে কাজ করে।<br /><br /><strong>উৎস:</strong> জীবিত ও মৃত, রবীন্দ্রনাথ ঠাকুরে।",1,True,2022-04-30 21:17:58.383649+00:00,2023-03-03 09:22:06.938744+00:00
211294,3861,‘দুই বিঘা জমি’ কবিতাটি কার লেখা?,ক) কাজী নজরুল ইসলাম,খ) কায়কোবাদ,গ) রবীন্দ্রনাথ ঠাকুর,ঘ) মাইকেল মধুসূদন দত্ত,,3,&bull; 'দুই বিঘা জমি'- রবীন্দ্রনাথ ঠাকুরের 'কথা ও কাহিনী' কাব্যগ্রন্থের অন্তর্ভূক্ত একটি কবিতা।<br />'কথা' (১৮৯৯) ও 'কাহিনী' (১৮৯৯) - দুটি আলাদা কাব্যগ্রন্থ ছিলো যা পরবর্তীতে 'কথা ও কাহিনী' নামে ১৯০০ সালে প্রকাশিত হয়।<br />- এই কাব্যগ্রন্থটি বাঙ্গালি বিজ্ঞানী জগদীশ চন্দ্র বসুকে উৎসর্গ করা হয়।<br />'কথা ও কাহিনী' কাব্যগ্রন্থের অন্তর্ভূক্ত কবিতাগুলো হচ্ছে -<br />- কত কী যে আসে কত কী যে যায়<br />- গানভঙ্গ<br />- পুরাতন ভৃত্য<br />- দুই বিঘা জমি<br />- দেবতার গ্রাস<br />- নিস্ফল উপহার<br />- দীন দান<br />- বিসর্জন<br />- জুতা আবিষ্কার<br /><br />উৎস: বাংলা ভাষা ও সাহিত্য জিজ্ঞাসা এবং 'কথা ও কাহিনী' কাব্যগ্রন্থ।,1,True,2022-11-17 18:05:51.638667+00:00,2024-05-01 12:06:57.384117+00:00
203674,4053,বাংলাদেশের কোন স্মৃতি বিজড়িত এলাকায় রবীন্দ্রনাথ ঠাকুর জমিদারির জন্য ঘুরে বেড়ান?,"ক) কালিগ্রাম ",খ) সখিপুর,"গ) টুনিরহাট ",ঘ) ব্যারিস্টার বাজার,,1,"&bull; রবীন্দ্রনাথ ঠাকুর জমিদারি তদারকি উপলক্ষে বাংলাদেশের বিভিন্ন স্থান &nbsp;শাহজাদপুর, &nbsp;পতিসর,<strong> কালিগ্রাম </strong>ও শিলাইদহে ঘুরে বেড়ান। <br />- এই সূত্রেই শিলাইদহে গড়ে ওঠে একটি কবিতীর্থ। <br />- পদ্মাবক্ষে নৌকায় চড়ে বেড়ানোর সময় পদ্মানদী, বালুচর, কাশবন, সূর্যোদয়-সূর্যাস্ত, দরিদ্র জীবন এবং সেখানকার সাধারণ মানুষের হূদয়লীলা কবিকে গভীরভাবে আলোড়িত করে, যা এ পর্বের গল্পে ও কবিতায় প্রতিফলিত হয়েছে।<br /><br />উৎস: বাংলাপিডিয়া।",1,True,2022-10-06 19:00:13.196728+00:00,2023-03-03 09:25:09.763584+00:00
161005,3065,রবীন্দ্রনাথ ঠাকুর রচিত ‘ঘরে বাইরে’ উপন্যাসটি কোন পত্রিকায় প্রকাশিত হয়?,ক) সবুজপত্র,খ) বঙ্গদর্শন,গ) সংবাদ প্রভাকর,ঘ) শিখা,,1,<p>- রবীন্দ্রনাথ ঠাকুর &lsquo;ঘরে বাইরে&rsquo; ধারাবাহিকভাবে প্রকাশিত হয় সবুজপত্র পত্রিকায় ।<br />-&nbsp;এইটি ১৯১৬ সালে প্রকাশিত হয়। <br />- এটি চলিত ভাষায় লেখা রবীন্দ্রনাথের প্রথম উপন্যাস।</p><p>[উৎস: বাংলাপিডিয়া]</p>,1,True,2021-11-23 18:36:51.256539+00:00,2023-03-03 09:42:30.647764+00:00
161017,3065,রবীন্দ্রনাথ ঠাকুর রচিত সমাজসমস্যামূলক ছোটগল্প কোনটি?,ক) পোস্ট মাস্টার,খ) মণিহারা,"গ) দেনাপাওনা ",ঘ) ক্ষুধিত পাষাণ,,3,"<p>- রবীন্দ্রনাথ ঠাকুরকে বাংলা ছোট গল্পের জনক বলা হয়। <br />- রবীন্দ্রনাথ ঠাকুরের ছোটোগল্পগুলি &lsquo;গল্পগুচ্ছ&rsquo; গ্রন্থে সংকলিত হয়েছে<br />- রবীন্দ্রনাথ ঠাকুর রচিত সমাজসমস্যামূলক ছোটগল্প দেনাপাওনা।&nbsp;<br />- রবীন্দ্রনাথ ঠাকুর রচিত সমাজসমস্যামূলক উল্লেখযোগ্য চারটি ছোটগল্প হলো:<br />-দেনাপাওনা&nbsp;<br />- রামকানাইয়ের নির্বুদ্ধিতা&nbsp;<br />- যজ্ঞেশ্বর যজ্ঞ<br />-অনধিকার প্রবেশ&nbsp;<br /><br /><br />[উৎস:বাংলা ভাষা ও সাহিত্য জিজ্ঞাসা, ড. সৌমিত্র শেখর]</p>",1,True,2021-11-23 18:36:51.664833+00:00,2023-03-03 09:45:13.472791+00:00
